state_name,year,surface_water_mean,surface_water_max,surface_water_p25,surface_water_p75,rainfall_annual_mm,rainfall_stddev,rainfall_min,rainfall_max,dry_months_count,rainfall_variability_cv,wettest_month_mm,driest_month_mm
Andaman and Nicobar,2021,91.53248285939105,100,90.00000000000009,96.99999999999996,3583.8231838883953,1078.3465625921885,1811.3610407412052,6267.863281428814,3,72.9,698.6,35.2
Andhra Pradesh,2021,58.370775230297,100,34.99999999999993,84.99999999999996,1168.1212875683755,289.9496186743066,533.720135986805,1963.5489547252655,5,90.1,249.7,1.6
Arunachal Pradesh,2021,46.21620972146465,91,29.000000000000014,62.00000000000001,2217.7564907963697,542.4723344344181,1365.1082572937012,4403.58273100853,4,92.0,478.1,11.2
Assam,2021,46.037600007443444,99,32.99999999999992,59.99999999999992,1928.456209898147,412.9838547168229,1128.970876455307,3776.582141637802,4,86.3,399.1,7.7
Bihar,2021,33.336726170531406,96,13.999999999999662,49.000000000000064,1695.1782898000147,325.490457877024,1124.4407195746899,3040.1950175762177,6,108.9,428.4,0.4
Chandigarh,2021,79.94269340974212,90,84,90,970.6057965615266,50.563375735507,910.95336830616,1047.6090621948242,8,114.4,270.9,0
Chhattisgarh,2021,57.19927364274973,99,36.00000000000014,80.00000000000001,1376.114484647823,108.0409219215909,1118.6398208141327,1833.9984292984009,6,110.8,342.8,10.1
Dadra and Nagar Haveli,2021,79.59831522943914,98,73,92,1948.1609175472026,75.08512421983197,1780.5573783367872,2058.7198477983475,7,135.3,580.1,0
Daman and Diu,2021,75.48324412380721,100,61.999999999999986,97.99999999999999,962.1180754313873,387.11019159897404,867.9912422895432,2107.1367671489716,8,176.6,491.3,0
Delhi,2021,25.605647058823607,62,7.000000000000003,41,985.1696515215674,79.48405351984741,837.95736515522,1168.038096666336,8,136.6,324.3,0
Goa,2021,77.98655948971583,100,67,95.00000000000006,3017.791550772479,304.41453330085517,2287.063148379326,3870.081540822983,5,139.5,1188.6,4.8
Gujarat,2021,55.707985384757315,100,32.99999999999986,80,829.142301110503,295.13118461759325,205.92325365543365,2170.438990831375,8,169.8,391.2,0.0
Haryana,2021,14.15227656716817,85,3,20.000000000000004,848.1777957259147,232.44767449148077,366.50910609960556,1686.727812051773,8,134.3,278.6,0.9
Himachal Pradesh,2021,75.7946661208992,100,64,94.99999999999997,1020.5326018971589,513.1384821954025,181.2738735973835,2733.328828573227,6,103.6,318.0,4.5
Jharkhand,2021,56.63282967495069,100,32.99999999999993,84,1695.5632453102783,256.57212452732574,1135.5956137180328,2422.6415227651596,6,101.9,396.9,8.5
Karnataka,2021,65.93360699944083,100,48.000000000000206,87.99999999999997,1361.8405243996508,907.2373229096897,470.5506592094898,4276.2538776397705,4,82.2,303.3,1.8
Kerala,2021,78.60981693278472,100,71,96.99999999999999,3239.3364163213973,580.2488852288669,1257.4337661266327,4297.454058885574,2,71.6,587.0,13.4
Lakshadweep,2021,97.74577362743521,100,96.99999999999997,98.99999999999997,2359.319875754194,392.66824920623185,1826.9528281092644,2794.757883310318,3,83.7,568.2,13.3
Madhya Pradesh,2021,60.67324040385118,100,42.99999999999992,80.99999999999999,1122.4512362541054,150.76305464556842,759.2681272029877,2164.7446100711823,7,123.8,290.7,2.4
Maharashtra,2021,66.92305062536217,100,49.99999999999987,87.99999999999997,1230.6870427446984,516.3164583788287,614.0051948428154,3532.556809902191,6,115.0,333.5,2.4
Manipur,2021,51.116024174548286,91,30.999999999999996,71.99999999999999,1309.97613176952,221.40763344936974,955.0326752662659,2169.468414545059,5,84.5,292.0,9.1
