state_name,year,cropland_percent,kharif_ndvi,rabi_ndvi,evi_mean,evi_max
Andaman and Nicobar,2022,0.09936875511213245,0.6357856165201682,0.7879489442300908,0.4882520718305538,0.7098604822926634
Andhra Pradesh,2022,73.80409622261988,0.4917459223503789,0.5008169808898078,0.29861044759968414,0.5216277554206624
Arunachal Pradesh,2022,10.234000910575523,0.6558561299831537,0.7340836159148176,0.39562067922517025,0.642685835927292
Assam,2022,47.031216794742576,0.6263446291492635,0.5495187150748598,0.3599737248110768,0.5745113139477063
Bihar,2022,91.2596909064198,0.5223578389857826,0.4975784306580821,0.3189676867311236,0.5781064555467436
Chandigarh,2022,7.256606340095882,0.5283646404540233,0.42044267887139486,0.26760924255009405,0.42341931497878876
Chhattisgarh,2022,49.350445741896706,0.5433465036249395,0.5148268287244133,0.3077871904643576,0.5917625326647554
Dadra and Nagar Haveli,2022,92.48389092580179,0.510221269008376,0.5014482872709928,0.2769035061691909,0.5563774779005114
Daman and Diu,2022,37.03828496820121,0.5133177964373233,0.46877964736213046,0.2829033603754684,0.5130832885633415
Delhi,2022,34.241905786120455,0.401551821014149,0.39909987808664554,0.23510588771424723,0.395271150597239
Goa,2022,18.80365419279027,0.45738651066672253,0.6870309192306129,0.3540135820970972,0.5870496225621016
Gujarat,2022,73.87106365917005,0.4139891219944459,0.4233496776622834,0.24559781931505636,0.4596567673068965
Haryana,2022,94.92885224685055,0.4894990713434787,0.5284237560028159,0.3158154500492316,0.5897650891263299
Himachal Pradesh,2022,5.638190848557109,0.4500605363706826,0.28711826705553256,0.18643970868107423,0.375200634629865
Jharkhand,2022,74.79761221352946,0.572537445469891,0.5031773490967923,0.31976321484494713,0.5588787907059743
Karnataka,2022,73.88433545236197,0.44640985396564203,0.5044103031960115,0.2871488055018863,0.491079576665554
Kerala,2022,25.02550899040341,0.5832524027069234,0.7047432844899174,0.4122025351494483,0.6038940429751615
Lakshadweep,2022,0,0.44123805070694616,0.5169984558806373,0.24138118400302425,0.40730002267573706
Madhya Pradesh,2022,77.55287910609844,0.5058661587937737,0.49232338021170774,0.2834723882057715,0.5874706172702964
Maharashtra,2022,81.52885939344372,0.47042634836718034,0.48434588196410777,0.26479263955129106,0.5345103767893027
Manipur,2022,8.971998398776773,0.6760171005782643,0.7400777970104104,0.4423379286018415,0.699328970206803
Meghalaya,2022,3.2331357559451304,0.6944640694272296,0.6865923121499935,0.4252811634086218,0.6613116631188368
Mizoram,2022,0.22542011003352852,0.7738477535155657,0.7968193751717747,0.5088079245002428,0.7614835414740277
Nagaland,2022,2.2764405020598057,0.7357386928650042,0.7477132574463855,0.4572912800135302,0.7238292802435558
Orissa,2022,57.045696242779144,0.5745237060221327,0.5654367249484057,0.34199192429300873,0.5983239732778809
Puducherry,2022,54.858233573754376,0.4894533745890832,0.5688581652322101,0.3322892945629451,0.49188611478813316
Punjab,2022,94.25511017415803,0.5712660727604558,0.5627126539729246,0.3463913918682244,0.6538077138522314
Rajasthan,2022,63.00812277694837,0.36226578784055946,0.31891883218848177,0.20989412798065551,0.4407337807756412
Sikkim,2022,0.12071001449997244,0.39101313299570595,0.3590224922554249,0.20176397695938963,0.436240711415975
Tamil Nadu,2022,78.03048922167505,0.5165280907456993,0.5439804141719259,0.3359670409410605,0.49761280012200493
Tripura,2022,16.102755515504306,0.7421974008121622,0.692999059995631,0.4700416785149079,0.703057148416662
Uttar Pradesh,2022,93.83083735599794,0.5244850553192226,0.5068174644032675,0.32369689783269584,0.5875248019551069
Uttarakhand,2022,12.027838319247252,0.5840240132539928,0.46628380721463825,0.2788291012595042,0.49994023093708684
West Bengal,2022,82.51409763234463,0.5742676926841723,0.5099647460323214,0.3371368255806377,0.5931619176386095
