state_name,year,surface_water_mean,surface_water_max,surface_water_p25,surface_water_p75,rainfall_annual_mm,rainfall_stddev,rainfall_min,rainfall_max,dry_months_count,rainfall_variability_cv,wettest_month_mm,driest_month_mm
Andaman and Nicobar,2024,91.53248285939105,100,90.00000000000009,96.99999999999996,3440.6499353830495,1040.597535937003,1560.6970697761099,6229.643897906237,3,72.4,599.6,10.2
Andhra Pradesh,2024,58.370775230297,100,34.99999999999993,84.99999999999996,1127.1689475562064,276.88440846182607,483.0427988017909,2105.119746042881,6,96.5,261.5,2.7
Arunachal Pradesh,2024,46.21620972146465,91,29.000000000000014,62.00000000000001,2736.730695328055,514.305874333791,1646.2509928718096,4595.630541563034,3,83.5,597.9,8.6
Assam,2024,46.037600007443444,99,32.99999999999992,59.99999999999992,2359.431911497999,562.9371154360363,1378.4718264341354,4050.128766298294,4,89.3,564.2,3.5
Bihar,2024,33.336726170531406,96,13.999999999999662,49.000000000000064,1115.5252048143977,282.3963945856878,631.0792596629385,2427.064625589177,7,116.5,274.0,0.0
Chandigarh,2024,79.94269340974212,90,84,90,1136.63070857461,51.2883452325382,1060.1802665811847,1219.8546929866275,9,136.0,431.1,0
Chhattisgarh,2024,57.19927364274973,99,36.00000000000014,80.00000000000001,1437.7045668614708,122.16244281197567,1144.0424116179347,2105.119746042881,8,123.9,459.1,3.9
Dadra and Nagar Haveli,2024,79.59831522943914,98,73,92,2420.241807201053,163.79882228947545,2043.8143165479264,2836.8221619637698,7,147.4,867.4,0
Daman and Diu,2024,75.48324412380721,100,61.999999999999986,97.99999999999999,1242.5565473533588,620.5080010290842,1063.4737767136903,3089.7364263419877,7,186.1,696.3,0
Delhi,2024,25.605647058823607,62,7.000000000000003,41,977.2034935429982,66.17119957514174,804.2377235940166,1068.734853468628,8,134.5,313.8,0
Goa,2024,77.98655948971583,100,67,95.00000000000006,4229.008242520245,561.6716052295908,2532.836406917544,5075.742122506579,6,152.8,1845.4,0.1
Gujarat,2024,55.707985384757315,100,32.99999999999986,80,1029.7407430725702,389.66246547734767,294.5242032182068,3304.4520939876093,8,154.6,373.5,0.0
Haryana,2024,14.15227656716817,85,3,20.000000000000004,816.2657909805403,242.91242292605762,386.1829252101161,1777.335974191261,8,132.4,270.6,0.0
Himachal Pradesh,2024,75.7946661208992,100,64,94.99999999999997,1012.5686023636797,500.019111402825,223.4336070803165,2690.6106928298977,6,106.9,273.1,4.6
Jharkhand,2024,56.63282967495069,100,32.99999999999993,84,1312.4137336983122,106.81378904837325,1051.9463123282767,1656.1266148984432,6,122.2,423.9,0.2
Karnataka,2024,65.93360699944083,100,48.000000000000206,87.99999999999997,1387.1101275310532,1182.323437197626,424.03836286397245,5398.539983063936,6,96.2,309.2,0.4
Kerala,2024,78.60981693278472,100,71,96.99999999999999,3084.0048336540094,775.2082309336945,1046.9860260933638,5398.539983063936,4,97.5,779.3,4.4
Lakshadweep,2024,97.74577362743521,100,96.99999999999997,98.99999999999997,2903.223971110094,353.89094960552023,2380.458378456533,3454.256832605228,3,100.4,680.0,5.7
Madhya Pradesh,2024,60.67324040385118,100,42.99999999999992,80.99999999999999,1326.2187243315843,229.43490538261227,814.067365070805,2994.287839118784,8,138.8,416.2,1.1
Maharashtra,2024,66.92305062536217,100,49.99999999999987,87.99999999999997,1280.132613143073,715.9528758686405,568.4453818202019,4969.843874058455,7,121.3,383.6,4.3
Manipur,2024,51.116024174548286,91,30.999999999999996,71.99999999999999,2149.9621986098527,396.2962307160254,1469.6422376120463,3641.0299855172634,4,77.5,408.8,5.9
Meghalaya,2024,45.30239605355366,95,21.000000000000018,67.00000000000003,2982.1695242856163,618.3810415158641,1607.6985012292862,5016.634811460972,4,103.1,799.2,0.5
Mizoram,2024,34.768395485069256,72,15,52,3009.5593121489783,524.6296031028268,2048.27237252504,3965.876106619835,4,92.3,669.1,7.8
Nagaland,2024,61.140856504971964,89,48,84.99999999999999,2140.9763119786608,288.0472982599787,1578.6206401139498,2734.1142713427544,4,77.6,377.6,6.0
Orissa,2024,73.49597399232968,100,59.00000000000015,96.00000000000009,1359.192004941619,144.2598739945022,977.1246759670103,1975.2400541225707,6,112.8,417.4,8.0
Puducherry,2024,75.64958936253423,100,66.00000000000001,93,2190.8837270212325,1119.1517737993258,1085.3806806840003,4105.394322693348,3,77.0,396.3,0.2
Punjab,2024,39.48078186597076,97,14,61.999999999999986,781.031453301104,286.6330412573326,291.2358885188887,2243.0362372243544,8,131.3,267.3,0.4
Rajasthan,2024,50.90322829671602,100,24.00000000000024,78.00000000000001,774.7142917891853,313.1727278240412,242.94432224779848,2228.40053161134,8,153.6,282.0,0.0
Sikkim,2024,82.36272482943754,100,77.00000000000001,96,1182.5431400866275,336.3825718996895,524.9605431072414,1862.9093409366906,6,99.5,269.0,0.4
Tamil Nadu,2024,51.601937791957006,100,22.000000000000064,84.00000000000001,1331.1590653326837,306.78740948675727,645.7565345408657,2683.022808857262,5,81.1,278.6,2.2
Tripura,2024,50.96522204387137,94,25.000000000000004,77.99999999999999,3728.0113163359765,339.5907271711054,2822.1675787069835,4474.5293809473515,4,97.9,960.7,7.7
Uttar Pradesh,2024,45.150288853506716,100,18.00000000000007,73.00000000000003,1151.9933444439046,139.84857250733808,708.9310593425507,1870.6939964862104,8,134.5,348.9,0.0
Uttarakhand,2024,61.951477579941965,100,47.000000000000014,80.99999999999999,1345.245593093246,284.9331612170736,415.93766535818577,2428.9372406061157,7,121.9,409.4,1.4
West Bengal,2024,59.75597421815906,100,32.999999999999936,87.00000000000006,1754.320567678443,418.8572054661027,1057.7819580340292,3141.6071259379387,5,98.9,418.9,2.9
