state_name,year,ndvi_mean,ndvi_stddev,ndvi_min,ndvi_max
Andaman and Nicobar,2023,0.8100327681852717,0.1511226226335105,-0.14645,0.9813
Andhra Pradesh,2023,0.5098171937568221,0.12535086873734844,-0.1989,0.9489
Arunachal Pradesh,2023,0.7240291314962894,0.16740769263149735,-0.07046666666666666,0.9221
Assam,2023,0.5125513970950332,0.17884661465448717,-0.17633333333333331,0.9278333333333334
Bihar,2023,0.5439147370645185,0.11426668445074036,-0.15383333333333332,0.8731
Chandigarh,2023,0.40057150110563833,0.07209989359676927,0.2175,0.6001
Chhattisgarh,2023,0.4915685212761476,0.1394042724996991,-0.188,0.8627333333333334
Dadra and Nagar Haveli,2023,0.44439861440305256,0.06476101999673786,-0.08786666666666666,0.6007
Daman and Diu,2023,0.5324104088327325,0.1445477030428487,-0.0893,0.7964666666666667
Delhi,2023,0.41270502645261115,0.17007504815059493,0.1029,0.8256333333333334
Goa,2023,0.648964233979872,0.11796852391627413,-0.11535,0.8589333333333334
Gujarat,2023,0.4409876826684218,0.15386506256279475,-0.1996,0.8295666666666666
Haryana,2023,0.6762897247926191,0.12476487450154175,0.04736666666666667,0.911
Himachal Pradesh,2023,0.2698404343379981,0.28800252327393633,-0.2,0.8955333333333334
Jharkhand,2023,0.44638689733531994,0.11148497831523721,-0.2,0.8558333333333334
Karnataka,2023,0.48775178539227426,0.14120423872154958,-0.1967,0.8983
Kerala,2023,0.7334287178278822,0.07638096607917082,-0.0662,0.9915
Lakshadweep,2023,0.5766774837646605,0.2421239143663464,-0.1664,0.8380333333333334
Madhya Pradesh,2023,0.582057341686263,0.15575663913484086,-0.2,1.0
Maharashtra,2023,0.4744938254527492,0.11335503715713108,-0.2,0.8546
Manipur,2023,0.7257185298473328,0.14918865528595945,-0.060033333333333334,0.9245
Meghalaya,2023,0.6637505320131403,0.10993547201210421,0.16843333333333332,0.9092333333333334
Mizoram,2023,0.7975683333547702,0.05289016501737034,0.2924,0.9235666666666666
Nagaland,2023,0.7328045764083713,0.09027233429997711,0.07356666666666667,0.9267
Orissa,2023,0.49787624845959205,0.13979779345169757,-0.2,0.9555
Puducherry,2023,0.5966036041073959,0.11081375404355383,0.092,0.8084333333333333
Punjab,2023,0.714994553574972,0.11511822083920949,-0.09063333333333334,0.8925666666666666
Rajasthan,2023,0.3669515662318237,0.19066820045557162,-0.1952,0.8901666666666666
Sikkim,2023,0.4247118164001236,0.2857784346541071,-0.16183333333333333,0.8393333333333334
Tamil Nadu,2023,0.5744203309464019,0.11564068204767605,-0.1981,0.8862
Tripura,2023,0.6271986761005895,0.11084147519854659,-0.031566666666666666,0.8616333333333334
Uttar Pradesh,2023,0.6115667948429441,0.11623433380973754,-0.2,0.8947
Uttarakhand,2023,0.46695663497921197,0.2720226580956737,-0.18075,0.9083333333333334
West Bengal,2023,0.452049078621092,0.13070293660039498,-0.1875,0.8854666666666666
