state_name,year,ndvi_mean,ndvi_stddev,ndvi_min,ndvi_max
Andaman and Nicobar,2022,0.711526866412506,0.12670925527576615,-0.05343333333333334,0.9432
Andhra Pradesh,2022,0.48712159995900584,0.0965429759113063,-0.1898,0.9851
Arunachal Pradesh,2022,0.673240514608142,0.14403669234663555,-0.061578260869565214,0.891008695652174
Assam,2022,0.5882445039683284,0.1735713439623217,-0.12721363636363636,0.8753695652173914
Bihar,2022,0.4944077490928285,0.0833446271881822,-0.09294761904761904,0.8314434782608696
Chandigarh,2022,0.4658351680863156,0.056457274929596235,0.31858695652173913,0.6237739130434783
Chhattisgarh,2022,0.5110718541382736,0.0876244773309902,-0.039357142857142854,0.7838521739130435
Dadra and Nagar Haveli,2022,0.47467795650942446,0.05883147456968052,0.0956086956521739,0.6474869565217392
Daman and Diu,2022,0.4761741530066909,0.10504416045845856,-0.09491666666666666,0.6316521739130435
Delhi,2022,0.38352956228122786,0.09358683908691988,0.13530869565217393,0.6297434782608696
Goa,2022,0.5846730904985765,0.08086685861117943,-0.1052,0.8274
Gujarat,2022,0.39715424430971363,0.11903218095623695,-0.1924,0.7087869565217391
Haryana,2022,0.47284202513701246,0.06566018808734962,0.1511086956521739,0.8230608695652174
Himachal Pradesh,2022,0.3614370963881841,0.28636996428005274,-0.07423913043478261,0.8399782608695652
Jharkhand,2022,0.5186936226551792,0.08644530340140771,-0.06368333333333334,0.7999913043478261
Karnataka,2022,0.47893245911285515,0.1025258886680989,-0.131475,0.8006521739130436
Kerala,2022,0.6588542010400013,0.07517047193867209,-0.0589,0.8320130434782608
Lakshadweep,2022,0.4666369548663816,0.17994291898202594,-0.1126,0.8378
Madhya Pradesh,2022,0.4649840831060632,0.0720231635507172,-0.13635,0.757104347826087
Maharashtra,2022,0.4504917110103892,0.07401893960865318,-0.12116500000000001,0.86325
Manipur,2022,0.7003680661617233,0.09848654446043095,0.05089565217391304,0.8775565217391305
Meghalaya,2022,0.6877554215000482,0.07855939490931559,0.20645652173913046,0.8430260869565218
Mizoram,2022,0.7741903434251545,0.04499725343298767,0.4016478260869565,0.8853869565217392
Nagaland,2022,0.7253155639099179,0.0662836904961726,0.18812608695652175,0.8915521739130434
Orissa,2022,0.5546344142237016,0.10404647283196486,-0.1978,0.853
Puducherry,2022,0.5469154754885283,0.10762810885840095,-0.03322857142857143,0.8070565217391305
Punjab,2022,0.5262304838210808,0.0529281324793094,0.04537894736842105,0.7620826086956523
Rajasthan,2022,0.31626313519428423,0.11690912019993577,-0.0901421052631579,0.6524608695652174
Sikkim,2022,0.374034554906825,0.26635032979639456,-0.09424782608695652,0.7951173913043478
Tamil Nadu,2022,0.541815838587347,0.1007955771944485,-0.1997,0.9127
Tripura,2022,0.7129023569914557,0.07203708052466558,0.07050434782608696,0.8514608695652174
Uttar Pradesh,2022,0.48885242106453397,0.07357919649477018,-0.1416,0.8200652173913044
Uttarakhand,2022,0.5139375130789091,0.2461084701846493,-0.09409090909090909,0.8403130434782609
West Bengal,2022,0.5401693636033471,0.0938562474633195,-0.1852,0.827404347826087
