state_name,year,aod_mean,aod_stddev,aod_min,aod_max
Andaman and Nicobar,2023,246.31808355249007,56.7604656765121,85.40322580645162,442.12138728323697
Andhra Pradesh,2023,708.4346533873827,107.42615841351319,397.4353448275862,1135.0238095238096
Arunachal Pradesh,2023,231.94639010314586,77.69809367847914,69.02352941176471,433.73770491803276
Assam,2023,517.8106607360979,136.9723696459764,209.26637554585153,870.1772151898734
Bihar,2023,876.2337523738414,69.04720956266712,588.0544871794872,1027.682389937107
Chandigarh,2023,527.0582059035531,16.73692863259349,501.4485294117647,554.6111111111111
Chhattisgarh,2023,746.8927428224365,77.6742714797988,500.9818181818182,914.7259475218659
Dadra and Nagar Haveli,2023,703.1048576883485,44.17698268616129,459.71523178807945,744.5644699140402
Daman and Diu,2023,606.0689109749652,57.59470367933566,458.7328244274809,761.4881355932204
Delhi,2023,816.863935568904,32.00110811992849,748.3769633507853,868.4960212201592
Goa,2023,627.2939608709643,63.30839487037088,481.19591836734696,731.2517006802722
Gujarat,2023,622.0785180363484,129.37679061752303,268.99645390070924,2672.818181818182
Haryana,2023,743.7507304684012,79.01695340139766,343.9421965317919,893.8393351800554
Himachal Pradesh,2023,171.11313011219517,141.6976648258411,19.225419664268586,553.5088161209068
Jharkhand,2023,769.0861856759248,73.80956065302269,449.94985250737466,995.4262295081967
Karnataka,2023,552.9289455270058,54.20582659680213,227.0391304347826,705.4290322580645
Kerala,2023,489.5590415297087,99.53356285129625,257.38759689922483,742.783950617284
Lakshadweep,2023,600.8518594170687,89.66771388891827,382.7142857142857,734.6647727272727
Madhya Pradesh,2023,668.7560944093813,60.94789600997958,210.06976744186048,842.8696883852691
Maharashtra,2023,665.4136477366019,62.83003742610746,273.84730538922156,850.9246575342465
Manipur,2023,314.62012882721234,63.46360671407662,168.3768115942029,495.32153392330383
Meghalaya,2023,459.04999743660846,141.80909462437288,230.08878504672896,832.027027027027
Mizoram,2023,340.88423992425805,69.7925742714078,210.3879003558719,531.5416666666666
Nagaland,2023,318.5529671667541,81.81831638735365,141.0909090909091,520.3367697594501
Orissa,2023,849.3342516299659,95.97165213410314,408.3174157303371,1406.9166666666667
Puducherry,2023,595.6927872220721,104.18414377470273,472.9119718309859,972.9565217391304
Punjab,2023,667.30009851749,96.80839995428333,293.3401162790698,897.7853535353536
Rajasthan,2023,654.128558597472,70.17228414119674,285.0948509485095,1083.0555555555557
Sikkim,2023,151.15198537695835,139.81289627457627,19.24301075268817,466.8257839721254
Tamil Nadu,2023,507.74272452449327,60.925167640692806,257.38759689922483,709.069264069264
Tripura,2023,498.3150037684169,45.07862254350977,369.1121794871795,646.8607142857143
Uttar Pradesh,2023,782.132825477229,84.82174951611816,257.2933673469388,955.0595238095239
Uttarakhand,2023,249.92086058906298,160.66379934539427,19.273809523809526,670.1949367088607
West Bengal,2023,894.780410074421,116.60532982240827,196.61111111111111,1252.4591194968552
