state_name,year,aod_mean,aod_stddev,aod_min,aod_max
Andaman and Nicobar,2020,302.95904266179303,41.075999512502655,183.54545454545453,482.4975845410628
Andhra Pradesh,2020,687.893706140531,84.60856214082241,89.8695652173913,966.6210526315789
Arunachal Pradesh,2020,222.5114811997032,70.84234522207684,71.28333333333333,441.0913242009132
Assam,2020,474.7255695825305,130.28226928058626,120.74074074074075,844.2898550724638
Bihar,2020,941.5247094045054,95.08675016835451,461.81632653061223,1125.5580110497237
Chandigarh,2020,589.8785082094206,30.266911511477627,552.9509803921569,653.4438775510204
Chhattisgarh,2020,649.1743895540491,82.32851784807015,345.8388625592417,867.2813559322034
Dadra and Nagar Haveli,2020,585.6957896198176,52.04062876604684,292.6303630363036,631.2330383480826
Daman and Diu,2020,535.2778171560525,59.36704065083804,397.4139194139194,692.1924119241193
Delhi,2020,761.4724914616984,37.55694420504235,722.9734042553191,938.4198717948718
Goa,2020,541.8834708252363,47.62629378253288,346.6325878594249,653.4931034482759
Gujarat,2020,565.9621168648839,125.2370445600764,164.84108527131784,2950.7078651685392
Haryana,2020,743.2468383892468,63.157576037007026,365.20285714285717,938.4198717948718
Himachal Pradesh,2020,185.67560092596747,151.94592456805867,19.154362416107382,623.974358974359
Jharkhand,2020,676.3839069524597,103.37819640710846,246.47368421052633,982.5897435897435
Karnataka,2020,563.7898775922322,74.27660147186614,153.5304347826087,792.1704180064309
Kerala,2020,491.7416642244085,109.23138904718112,253.09302325581396,751.7391304347826
Lakshadweep,2020,672.5569698116735,177.63255462927668,275.55555555555554,962.0969696969697
Madhya Pradesh,2020,625.862391839559,71.86022430463925,120.51219512195122,870.6474164133739
Maharashtra,2020,640.584456975493,52.41287277143007,194.24766355140187,854.6501547987616
Manipur,2020,272.2297111310496,58.20869420836369,128.39344262295083,429.61333333333334
Meghalaya,2020,425.86858626875335,152.47980705054954,171.04494382022472,817.2284482758621
Mizoram,2020,292.98663206041823,73.96514912107567,167.9156626506024,497.05836575875486
Nagaland,2020,301.76523433605036,91.28211365421674,129.30612244897958,499.2286995515695
Orissa,2020,698.292816487567,110.22416317946247,285.7544910179641,1249.2444444444445
Puducherry,2020,604.64931001741,65.67951211025535,400.344262295082,777.0163043478261
Punjab,2020,714.163175008018,86.6190131076254,312.064606741573,842.1524547803617
Rajasthan,2020,651.7828331057902,68.78804722301965,222.93793103448274,990.9354838709677
Sikkim,2020,141.34370420602875,128.07168721220384,19.253521126760564,481.1125
Tamil Nadu,2020,560.6752692444082,83.59668006799441,245.65895953757226,830.9948453608248
Tripura,2020,470.5707309390661,49.16005505818783,338.31797235023043,637.141129032258
Uttar Pradesh,2020,805.6241673320675,106.55458183990646,141.10330578512398,1060.0528301886793
Uttarakhand,2020,236.3645436434148,157.74569445841465,19.218604651162792,690.0233160621761
West Bengal,2020,858.136784234838,126.23002242392319,185.37362637362637,1182.6363636363637
