state_name,year,aod_mean,aod_stddev,aod_min,aod_max
Andaman and Nicobar,2021,305.1627541701241,59.579460582385735,93.4,557.5081967213115
Andhra Pradesh,2021,813.7920360553171,109.01180470710658,115.02898550724638,1083.6142857142856
Arunachal Pradesh,2021,268.06196425142963,75.16479232598385,85.23529411764706,462.66101694915255
Assam,2021,511.08819382256416,137.4391219595059,97.25888324873097,873.1466666666666
Bihar,2021,1005.4764637820139,68.9200227432823,416.28930817610063,1231.9925925925927
Chandigarh,2021,684.5882885604858,34.404633177779196,646.747641509434,749.4879807692307
Chhattisgarh,2021,798.6217086467377,98.29700304780899,395.5571428571429,1019.8745762711865
Dadra and Nagar Haveli,2021,713.8925046776209,73.9617175264926,318.12444444444446,800.5255972696245
Daman and Diu,2021,574.0937464767825,95.82214892204522,440.78125,847.5573248407643
Delhi,2021,824.9426658432521,45.94740758795234,760.4870588235294,974.25625
Goa,2021,660.9411889960154,62.13614366950107,414.6072874493927,785.9508928571429
Gujarat,2021,643.7407151617506,159.44251409764382,192.08715596330276,3443
Haryana,2021,830.6512189158865,77.3279685092198,403.39522546419096,1022.3703703703703
Himachal Pradesh,2021,197.33417764427855,173.86236099646516,19.203030303030303,683.6597222222222
Jharkhand,2021,834.3786745833271,108.62192477785831,309.1290322580645,1105.5758620689655
Karnataka,2021,656.2207788168747,104.0961511545638,134.70666666666668,893.9701492537314
Kerala,2021,542.946064223996,135.4436326137283,252.26548672566372,836.7853107344632
Lakshadweep,2021,750.5286742088216,179.16015687620498,339.75,1027.8526315789475
Madhya Pradesh,2021,704.1236902135133,66.41088649095401,151.5327868852459,955.5615763546798
Maharashtra,2021,779.2223792679104,73.44950119341937,222.5568181818182,1046.7824427480916
Manipur,2021,354.68530965602963,65.22623273645851,180.55276381909547,529.5873605947955
Meghalaya,2021,504.0450149242158,158.22719689416192,232.74900398406373,837.437037037037
Mizoram,2021,407.7104832638334,65.36396567686842,259.3675889328063,572.7420382165606
Nagaland,2021,342.6045907041149,80.30383324154575,166.42926829268293,518.7335640138408
Orissa,2021,903.6552062396877,106.5544636116989,380.427027027027,1243.3483146067415
Puducherry,2021,659.355025198589,91.84242726875512,428.4311377245509,920.4827586206897
Punjab,2021,830.3924793885182,103.72055564247543,348.20812182741116,986.8568181818182
Rajasthan,2021,719.0391577268775,79.08101699057589,249.0726643598616,1014.0841584158416
Sikkim,2021,166.76665351483112,163.02332807410258,19.269035532994923,534.8448275862069
Tamil Nadu,2021,595.8671863709535,91.07536714745822,238.32692307692307,957.1680672268908
Tripura,2021,531.0080731967012,35.29253640600914,424.8782287822878,672.3993055555555
Uttar Pradesh,2021,865.2247593632221,110.91319285981882,192.49253731343285,1202.3031674208146
Uttarakhand,2021,309.68555162365476,202.16711123588848,19.25,745.5969773299748
West Bengal,2021,996.2424943025183,131.74663324754476,259.2432432432432,1374.625
