state_name,year,cropland_percent,kharif_ndvi,rabi_ndvi,evi_mean,evi_max
Andaman and Nicobar,2023,0.09936875511213245,0.6121290016596239,0.7779851092007548,0.48631192578269467,0.7205525910463593
Andhra Pradesh,2023,73.80409622261988,0.4941011988650732,0.5128560085799375,0.30467264313562603,0.506238595510764
Arunachal Pradesh,2023,10.234000910575523,0.601930441730958,0.7219182733539959,0.3766804531263623,0.6206817478319265
Assam,2023,47.031216794742576,0.5959364491923274,0.5477684660445625,0.3598122503523873,0.5868971702133897
Bihar,2023,91.2596909064198,0.5067845267423038,0.4845314802500031,0.3156076532140016,0.5759044660351746
Chandigarh,2023,7.256606340095882,0.5049144830706058,0.41247724681832426,0.2726228653588818,0.4148291034364947
Chhattisgarh,2023,49.350445741896706,0.56281680516671,0.49644026397122254,0.3105947155337554,0.5868835002466343
Dadra and Nagar Haveli,2023,92.48389092580179,0.44501842907708106,0.4556896309049985,0.26259448262988955,0.5678096283708246
Daman and Diu,2023,37.03828496820121,0.44793434425413936,0.4630553824360799,0.27534521144957813,0.5117689512458659
Delhi,2023,34.241905786120455,0.4011144521864241,0.385546629278383,0.23660447750171523,0.3859801276665696
Goa,2023,18.80365419279027,0.49786953018223723,0.6647824097615589,0.3524160841845251,0.5899758042368536
Gujarat,2023,73.87106365917005,0.39741581808334114,0.4092821789381174,0.24339308741130716,0.4409765321363414
Haryana,2023,94.92885224685055,0.48247058409142546,0.5461061739163073,0.3170781589053317,0.5795483226822785
Himachal Pradesh,2023,5.638190848557109,0.4384662398051976,0.29117550849943746,0.18712152389362008,0.38554356224884717
Jharkhand,2023,74.79761221352946,0.551342391059847,0.4627456800302182,0.30626405268176293,0.5656324791725081
Karnataka,2023,73.88433545236197,0.44581000670323,0.5050497161419912,0.2819675028876989,0.4718322083966592
Kerala,2023,25.02550899040341,0.6182034826219412,0.7272605853475896,0.43140838920467267,0.6217944320328218
Lakshadweep,2023,0,0.5070784669741379,0.465786593155763,0.2530510829739091,0.4358615615615616
Madhya Pradesh,2023,77.55287910609844,0.48726995296840525,0.4913727790910603,0.2833846762517749,0.5712698574456857
Maharashtra,2023,81.52885939344372,0.46358278277292575,0.46701939805221265,0.2683575128519972,0.5385592902153477
Manipur,2023,8.971998398776773,0.6319306239497485,0.7246902440654419,0.42030080178793905,0.6769421055816414
Meghalaya,2023,3.2331357559451304,0.651945814742219,0.6837875541594225,0.42457715432055054,0.673593275793878
Mizoram,2023,0.22542011003352852,0.7442553617429424,0.7911091844453276,0.5051123795345261,0.7613189519328007
Nagaland,2023,2.2764405020598057,0.664555758381545,0.7367111458045663,0.44003376369706204,0.7085952711847266
Orissa,2023,57.045696242779144,0.5745461887885989,0.5273578857246012,0.3326856594330155,0.5841714770567602
Puducherry,2023,54.858233573754376,0.5262408785264678,0.5827920040553174,0.33473332687314084,0.5068838397578085
Punjab,2023,94.25511017415803,0.5542905130086576,0.5706189102930033,0.3532215169378555,0.6618639992082135
Rajasthan,2023,63.00812277694837,0.3637888321907909,0.3258895524798087,0.21187761029175345,0.4059915720794125
Sikkim,2023,0.12071001449997244,0.38195417747796745,0.4152551929219366,0.21758072403899922,0.45041477868171526
Tamil Nadu,2023,78.03048922167505,0.5299178162382685,0.559509502449001,0.3363313266941775,0.5221118049852489
Tripura,2023,16.102755515504306,0.6992407552559181,0.6657800959029153,0.44903655061110004,0.6964527276699306
Uttar Pradesh,2023,93.83083735599794,0.5158746078479659,0.5101572160442569,0.3197585669561158,0.5732241378379889
Uttarakhand,2023,12.027838319247252,0.5560099902709743,0.47075044325611287,0.2695357413674665,0.5011138093896984
West Bengal,2023,82.51409763234463,0.5587905500630156,0.48351204875168025,0.336171375029453,0.5908608539147144
